sampleId	sampleName	source	AssemblyAccession	AssemblyName	SpeciesName	taxonomy_corrected	SpeciesTaxid	Organism	AssemblyStatus	AssemblyType	BioSampleAccn	strain	geo_loc_name	geo_loc_country	collection_year	collection_date	host	isolation_source	env_broad_scale	env_local_scale	env_medium	length	GC_per	n_contigs	N50	N90	L50	L90	auN	N_per_100kb	contigs_gt_0kb	contigs_gt_1kb	contigs_gt_5kb	contigs_gt_10kb	contigs_gt_25kb	contigs_gt_50kb	length_gt_0kb	length_gt_1kb	length_gt_5kb	length_gt_10kb	length_gt_25kb	length_gt_50kb	largest_contig	buscog.complete	buscog.complete_single_copy	buscog.complete_duplicated	buscog.fragmented	buscog.missing	buscog.total	buscop.complete	buscop.complete_single_copy	buscop.complete_duplicated	buscop.fragmented	buscop.missing	buscop.total	submission_y	SubmissionDate	SubmitterOrganization	FtpPath_RefSeq	FtpPath_GenBank	Id	taxonomy_check_status	taxonomy_check_method	representative_status	ExclFromRefSeq	Anomalous	replaced	synonym_GB	synonym_RS	synonym_similarity	sample_type	collected_by	lat_lon	num_replicons	biomaterial_provider	isol_growth_condt	ref_biomaterial	sample_name	sub_species	project_name	culture_collection	ena_first_public	ena_last_update	external_id	insdc_center_alias	insdc_center_name	insdc_first_public	insdc_last_update	insdc_status	submitter_id	ena_checklist	depth	host_tissue_sampled	altitude	investigation_type	sequencing_method	type_material	geographic_location_latitude	geographic_location_longitude	temp	geographic_location_depth	locus_tag_prefix	water_environmental_package	identified_by	plant_associated_environmental_package	biotic_relationship	rel_to_oxygen	habitat	cell_shape	disease	environmental_sample	gold_stamp_id	gram_staining	host_taxid	motility	note	oxygen_requirement	pathogenicity	phenotypes	samp_collect_device	samp_mat_process	samp_size	serotype	sporulation	target_gene	target_subfragment	temperature_range	assembly_method	broker_name	check_list_type	climate_environment	estimated_size	gcat_id	genome_coverage	geographic_location_elevation	health_state	health_status_of_host	host_age	host_height	host_infra_specific_name	host_infra_specific_rank	host_life_stage	latitude	longitude	oxy_stat_samp	plant_body_site	reference_guided_assembly	relevant_e_resources	samp_store_dur	samp_store_temp	season_environment	sequencing_technology	soil_environmental_package	source_material_id	subsrc_note	tax_id	trophic_level	symptom_per_2019	symptom_per_2020	symptom_per_2021	virulence.old	virulence	virulence_pcr
GCF_016949355.1_ASM1694935v1	GCF_016949355.1	NCBI	GCF_016949355.1	ASM1694935v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN15660271	NAK:384	Netherlands: Tollebeek	Netherlands	NA	NA	insect	Collection solution with insects of suction trap	NA	NA	NA	5093403	51.97	51	266770	59724	6	19	368840.1	9.91	77	46	36	32	28	21	5101799	5089587	5069331	5044136	4993724	4756557	820051	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/949/355/GCF_016949355.1_ASM1694935v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/949/355/GCA_016949355.1_ASM1694935v1	9318911	OK	NCBI_ANI	NA	NA	NA	NA	GCA_016949355.1	GCF_016949355.1	identical	cell culture	Robert Vreeburg	NA	NA	NAK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	virulent	NA
GCF_016949345.1_ASM1694934v1	GCF_016949345.1	NCBI	GCF_016949345.1	ASM1694934v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN15660272	NAK:385	Netherlands: Tollebeek	Netherlands	NA	NA	insect	Bulk of insects caught with suction trap	NA	NA	NA	4689430	52.02	39	261415	82434	5	15	396959.1	17.64	242	34	29	27	24	16	4748136	4685865	4677513	4666658	4618755	4337618	874755	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/949/345/GCF_016949345.1_ASM1694934v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/949/345/GCA_016949345.1_ASM1694934v1	9318901	OK	NCBI_ANI	NA	NA	NA	NA	GCA_016949345.1	GCF_016949345.1	identical	cell culture	Robert Vreeburg	NA	NA	NAK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	avirulent	NA
GCF_016949335.1_ASM1694933v1	GCF_016949335.1	NCBI	GCF_016949335.1	ASM1694933v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN15660275	IPO:4135 NAK:383	Netherlands	Netherlands	2017	2017-01-01	insect	Bulk of insects caught with suction trap	NA	NA	NA	5092769	51.97	52	266788	69114	6	18	370968	7.3	63	42	35	31	27	21	5096024	5086096	5074623	5046432	4996018	4803773	820039	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/949/335/GCF_016949335.1_ASM1694933v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/949/335/GCA_016949335.1_ASM1694933v1	9318891	OK	NCBI_ANI	NA	NA	NA	NA	GCA_016949335.1	GCF_016949335.1	identical	cell culture	Robert Vreeburg	NA	NA	NAK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	virulent	NA
GCF_016949315.1_ASM1694931v1	GCF_016949315.1	NCBI	GCF_016949315.1	ASM1694931v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN15660274	NAK:397	Netherlands	Netherlands	NA	NA	Hyacint	Asymptomatic flower bulb	NA	NA	NA	5035378	52.05	46	294013	69240	5	17	386957.4	3.5	298	43	34	30	26	20	5107335	5033214	5017859	4992684	4942298	4749501	856085	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/949/315/GCF_016949315.1_ASM1694931v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/949/315/GCA_016949315.1_ASM1694931v1	9318881	OK	NCBI_ANI	NA	NA	NA	NA	GCA_016949315.1	GCF_016949315.1	identical	cell culture	Robert Vreeburg	NA	NA	NAK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	virulent	NA
GCF_016949295.1_ASM1694929v1	GCF_016949295.1	NCBI	GCF_016949295.1	ASM1694929v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN15660273	NAK:396	Netherlands	Netherlands	NA	NA	Hyacint	Asymptomatic flower bulb	NA	NA	NA	4748936	52.04	41	261907	79961	7	19	280256.4	14.99	80	36	29	28	26	22	4760560	4746100	4732290	4727019	4695524	4536171	586141	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/949/295/GCF_016949295.1_ASM1694929v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/949/295/GCA_016949295.1_ASM1694929v1	9318871	OK	NCBI_ANI	NA	NA	NA	NA	GCA_016949295.1	GCF_016949295.1	identical	cell culture	Robert Vreeburg	NA	NA	NAK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	avirulent	NA
GCF_016949275.1_ASM1694927v1	GCF_016949275.1	NCBI	GCF_016949275.1	ASM1694927v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN15660280	NAK:431	Netherlands	Netherlands	2018	2018-01-01	Insect	Bulk of insects caught with suction trap	NA	NA	NA	5088734	51.96	59	264202	68671	6	18	368391.1	4.7	68	51	37	32	27	20	5091463	5082757	5054264	5023449	4962896	4721913	820049	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/949/275/GCF_016949275.1_ASM1694927v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/949/275/GCA_016949275.1_ASM1694927v1	9318861	OK	NCBI_ANI	NA	NA	NA	NA	GCA_016949275.1	GCF_016949275.1	identical	cell culture	Robert Vreeburg	NA	NA	NAK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	virulent	NA
GCF_016949255.1_ASM1694925v1	GCF_016949255.1	NCBI	GCF_016949255.1	ASM1694925v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN15660277	IPO:4131 NAK:399 JGAR:16 180717-4	Netherlands	Netherlands	NA	NA	Solanum tuberosum	Symptomatic potato plant	NA	NA	NA	4892180	52.03	27	823262	215406	3	9	608031.9	5.13	35	22	18	15	13	12	4894493	4888725	4880984	4864598	4829542	4799075	915077	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/949/255/GCF_016949255.1_ASM1694925v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/949/255/GCA_016949255.1_ASM1694925v1	9318851	OK	NCBI_ANI	NA	NA	NA	NA	GCA_016949255.1	GCF_016949255.1	identical	cell culture	Robert Vreeburg	NA	NA	NAK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	avirulent	NA
GCF_016949235.1_ASM1694923v1	GCF_016949235.1	NCBI	GCF_016949235.1	ASM1694923v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN15660279	NAK:430	Netherlands	Netherlands	2018	2018-01-01	Insect	Bulk of insects caught with suction trap	NA	NA	NA	4997259	52.04	49	293802	69123	5	17	377639.4	8.72	67	42	34	30	26	20	5002682	4992003	4979191	4953757	4903399	4710745	820049	99.545	99.091	0.455	0.227	0.227	440	99.318	98.864	0.455	0.227	0.455	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/949/235/GCF_016949235.1_ASM1694923v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/949/235/GCA_016949235.1_ASM1694923v1	9318841	OK	NCBI_ANI	NA	NA	NA	NA	GCA_016949235.1	GCF_016949235.1	identical	cell culture	Robert Vreeburg	NA	NA	NAK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	virulent	NA
GCF_016949215.1_ASM1694921v1	GCF_016949215.1	NCBI	GCF_016949215.1	ASM1694921v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN15660282	NAK:433	Netherlands	Netherlands	2018	2018-01-01	Insect	Collection solution with of insect suction trap, insectes filtered out	NA	NA	NA	4492253	51.41	110	116369	34429	11	36	159631.4	69.92	279	93	60	50	43	28	4540814	4479877	4415660	4347182	4248121	3727331	390617	99.545	99.318	0.227	0.227	0.227	440	99.545	99.318	0.227	0.227	0.227	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/949/215/GCF_016949215.1_ASM1694921v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/949/215/GCA_016949215.1_ASM1694921v1	9318831	Inconclusive	NCBI_ANI	NA	NA	NA	NA	GCA_016949215.1	GCF_016949215.1	identical	cell culture	Robert Vreeburg	NA	NA	NAK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	avirulent	NA
GCF_016949195.1_ASM1694919v1	GCF_016949195.1	NCBI	GCF_016949195.1	ASM1694919v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN15660284	NAK:435	Netherlands	Netherlands	2018	2018-01-01	Insect	Collection solution with of insect suction trap, insectes filtered out	NA	NA	NA	4725215	52	54	180489	65568	10	25	188134.9	11.58	98	50	42	38	33	28	4737367	4722354	4707269	4682487	4604300	4455705	376498	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/949/195/GCF_016949195.1_ASM1694919v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/949/195/GCA_016949195.1_ASM1694919v1	9318821	OK	NCBI_ANI	NA	NA	NA	NA	GCA_016949195.1	GCF_016949195.1	identical	cell culture	Robert Vreeburg	NA	NA	NAK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	avirulent	NA
GCF_016949155.1_ASM1694915v1	GCF_016949155.1	NCBI	GCF_016949155.1	ASM1694915v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN15660285	NAK:466	Netherlands: North Brabant	Netherlands	2017	2017-01-01	NA	water	NA	NA	NA	4867421	52.06	28	622543	127889	3	10	673673.9	11.9	114	28	23	21	19	13	4891259	4867421	4860140	4849476	4820113	4613169	1370967	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/949/155/GCF_016949155.1_ASM1694915v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/949/155/GCA_016949155.1_ASM1694915v1	9318811	OK	NCBI_ANI	NA	NA	NA	NA	GCA_016949155.1	GCF_016949155.1	identical	cell culture	Robert Vreeburg	NA	NA	NAK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	avirulent	NA
GCF_016949145.1_ASM1694914v1	GCF_016949145.1	NCBI	GCF_016949145.1	ASM1694914v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN15660281	NAK:432	Netherlands	Netherlands	2018	2018-01-01	Insect	Bulk of insects caught with suction trap	NA	NA	NA	4712415	51.89	52	174295	74533	9	25	206562.1	16.81	89	48	42	39	34	27	4723893	4709456	4696097	4675054	4597792	4369635	377423	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/949/145/GCF_016949145.1_ASM1694914v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/949/145/GCA_016949145.1_ASM1694914v1	9318801	OK	NCBI_ANI	NA	NA	NA	NA	GCA_016949145.1	GCF_016949145.1	identical	cell culture	Robert Vreeburg	NA	NA	NAK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	avirulent	NA
GCF_016949135.1_ASM1694913v1	GCF_016949135.1	NCBI	GCF_016949135.1	ASM1694913v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN15660283	NAK:434	Netherlands	Netherlands	2018	2018-01-01	Insect	Collection solution with of insect suction trap, insectes filtered out	NA	NA	NA	4721552	52.01	49	182977	65517	9	24	201141	9.98	78	47	40	36	32	27	4730373	4720140	4705174	4678591	4610810	4462108	376498	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/949/135/GCF_016949135.1_ASM1694913v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/949/135/GCA_016949135.1_ASM1694913v1	9318791	OK	NCBI_ANI	NA	NA	NA	NA	GCA_016949135.1	GCF_016949135.1	identical	cell culture	Robert Vreeburg	NA	NA	NAK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	avirulent	NA
GCF_016949095.1_ASM1694909v1	GCF_016949095.1	NCBI	GCF_016949095.1	ASM1694909v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN15660288	NAK:470	Netherlands: North Holland	Netherlands	2017	2017-01-01	NA	water	NA	NA	NA	4711721	51.21	122	130338	24984	9	38	197307.5	38.61	165	102	66	55	37	23	4725455	4698051	4602791	4524924	4218164	3720952	534056	99.545	99.318	0.227	0.227	0.227	440	99.545	99.318	0.227	0.227	0.227	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/949/095/GCF_016949095.1_ASM1694909v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/949/095/GCA_016949095.1_ASM1694909v1	9318781	Inconclusive	NCBI_ANI	NA	NA	NA	NA	GCA_016949095.1	GCF_016949095.1	identical	cell culture	Robert Vreeburg	NA	NA	NAK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_016949085.1_ASM1694908v1	GCF_016949085.1	NCBI	GCF_016949085.1	ASM1694908v1	Pectobacterium quasiaquaticum	TRUE	2204145	Pectobacterium aquaticum (enterobacteria)	Scaffold	haploid	SAMN15660286	NAK:467	Netherlands: Limburg	Netherlands	2017	2017-01-01	NA	water	NA	NA	NA	4351480	51.43	111	133724	48221	10	28	175180	30.56	149	82	45	38	35	27	4364572	4330742	4251589	4201215	4153443	3907495	357667	99.545	99.318	0.227	0.227	0.227	440	99.545	99.318	0.227	0.227	0.227	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/949/085/GCF_016949085.1_ASM1694908v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/949/085/GCA_016949085.1_ASM1694908v1	9318771	Corrected	inhouse_fastANI	NA	NA	NA	NA	GCA_016949085.1	GCF_016949085.1	identical	cell culture	Robert Vreeburg	NA	NA	NAK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	avirulent	NA
GCF_016949075.1_ASM1694907v1	GCF_016949075.1	NCBI	GCF_016949075.1	ASM1694907v1	Pectobacterium versatile	FALSE	2488639	Pectobacterium versatile (enterobacteria)	Scaffold	haploid	SAMN15660318	IPO:0139 NAK:93 PCC:139	NA	NA	NA	NA	Solanum tuberosum	NA	NA	NA	NA	4956193	51.94	76	120075	41843	14	41	135667.1	5.31	174	73	62	59	47	37	4985467	4954029	4932304	4911535	4677658	4280875	323461	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/949/075/GCF_016949075.1_ASM1694907v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/949/075/GCA_016949075.1_ASM1694907v1	9318761	OK	NCBI_ANI	NA	NA	NA	NA	GCA_016949075.1	GCF_016949075.1	identical	cell culture	Robert Vreeburg	NA	NA	NAK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
